,source,edge_type,target,weight
19140,Dihydroergotamine,Compound {} causes side effect,Cold sweat,3.105513678747229e-05
19141,Dihydroergotamine,Compound {} causes side effect,Muscle contractions involuntary,6.291464416108283e-08
19142,Dihydroergotamine,Compound {} causes side effect,Influenza-like symptoms,1.0414208873044115e-06
19143,Dihydroergotamine,Compound {} causes side effect,Trauma,5.241899998509325e-07
19144,Dihydroergotamine,Compound {} causes side effect,Cerebration impaired,9.414778105565348e-06
19145,Dihydroergotamine,Compound {} causes side effect,Influenza like illness,1.4362871070261465e-06
19146,Dihydroergotamine,Compound {} causes side effect,Rigors,2.3200293526315363e-06
19147,Dihydroergotamine,Compound {} causes side effect,Peripheral ischaemia,7.884714818828797e-07
19148,Dihydroergotamine,Compound {} causes side effect,Rash papular,4.14942860516021e-06
19149,Dihydroergotamine,Compound {} causes side effect,Oesophageal spasm,1.7761906292435017e-06
19150,Dihydroergotamine,Compound {} is contraindicated in disease,bacterial sepsis,1.5105037164175885e-05
19151,Tizanidine,"In biochemistry, compound {} binds protein","ATP-binding cassette sub-family C member 2 (7.6.2.- {ECO:0000269|PubMed:10421658, ECO:0000269|PubMed:16332456}) (7.6.2.2 {ECO:0000269|PubMed:10220572, ECO:0000269|PubMed:11500505, ECO:0000269|PubMed:12441801}) (7.6.2.3 {ECO:0000269|PubMed:10220572, ECO:0000269|PubMed:11500505}) (Canalicular multidrug resistance protein) (Canalicular multispecific organic anion transporter 1) (Multidrug resistance-associated protein 2)",0.1149784252047538
19152,Tizanidine,"In biochemistry, compound {} binds protein","ATP-binding cassette sub-family C member 4 (7.6.2.- {ECO:0000269|PubMed:11856762, ECO:0000269|PubMed:12523936, ECO:0000269|PubMed:12835412, ECO:0000269|PubMed:12883481, ECO:0000269|PubMed:15364914, ECO:0000269|PubMed:15454390, ECO:0000269|PubMed:16282361}) (7.6.2.2 {ECO:0000269|PubMed:11856762, ECO:0000269|PubMed:12105214, ECO:0000269|PubMed:15454390, ECO:0000269|PubMed:17344354, ECO:0000269|PubMed:18300232}) (7.6.2.3 {ECO:0000269|PubMed:11856762, ECO:0000269|PubMed:17959747, ECO:0000269|PubMed:26721430}) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B {ECO:0000303|PubMed:9661885}) (Multidrug resistance-associated protein 4)",0.1291590332984924
19153,Tizanidine,"In biochemistry, compound {} binds protein","Bile salt export pump (7.6.2.- {ECO:0000269|PubMed:15791618, ECO:0000269|PubMed:16332456, ECO:0000269|PubMed:22262466}) (ATP-binding cassette sub-family B member 11)",0.1127788722515106
19154,Tizanidine,"In biochemistry, compound {} binds protein","ATP-binding cassette sub-family C member 3 (7.6.2.- {ECO:0000269|PubMed:11581266, ECO:0000269|PubMed:15083066}) (7.6.2.2 {ECO:0000269|PubMed:10359813, ECO:0000269|PubMed:11581266, ECO:0000269|PubMed:9827529}) (7.6.2.3 {ECO:0000269|PubMed:11581266, ECO:0000269|PubMed:15083066, ECO:0000269|PubMed:9827529}) (Canalicular multispecific organic anion transporter 2) (Multi-specific organic anion transporter D) (MOAT-D {ECO:0000303|PubMed:9827529}) (Multidrug resistance-associated protein 3)",0.1191233396530151
19155,Tizanidine,"In biochemistry, compound {} binds protein",Alpha-2A adrenergic receptor (Alpha-2 adrenergic receptor subtype C10) (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR),0.0008665228378959
19156,Tizanidine,"In biochemistry, compound {} binds protein",Alpha-2C adrenergic receptor (Alpha-2 adrenergic receptor subtype C4) (Alpha-2C adrenoreceptor) (Alpha-2C adrenoceptor) (Alpha-2CAR),5.6821667385520414e-05
19157,Tizanidine,"In biochemistry, compound {} binds protein",Alpha-2B adrenergic receptor (Alpha-2 adrenergic receptor subtype C2) (Alpha-2B adrenoreceptor) (Alpha-2B adrenoceptor) (Alpha-2BAR),0.0001170750983874
19158,Tizanidine,Compound {} causes side effect,Thrombocytopenia,2.1688167635147693e-06
19159,Tizanidine,Compound {} causes side effect,Dizziness,7.084456115080684e-07
19160,Tizanidine,Compound {} causes side effect,Jaundice,1.2985281500732526e-05
19161,Tizanidine,Compound {} causes side effect,Confusional state,9.943571967596654e-06
19162,Tizanidine,Compound {} causes side effect,Bradycardia,8.814046026373036e-08
19163,Tizanidine,Compound {} causes side effect,Depression,5.847469424224983e-07
19164,Tizanidine,Compound {} causes side effect,Diarrhoea,1.281136121633608e-07
19165,Tizanidine,Compound {} causes side effect,Leukopenia,1.8482862174096226e-07
19166,Tizanidine,Compound {} causes side effect,Constipation,1.3055647229975878e-07
19167,Tizanidine,Compound {} causes side effect,Abscess,3.4543536457931623e-06
19168,Tizanidine,Compound {} causes side effect,Asthenia,1.8098543250744117e-06
19169,Tizanidine,Compound {} causes side effect,Asthma,1.787641053851985e-06
19170,Tizanidine,Compound {} causes side effect,Pruritus,4.331078798713861e-06
19171,Tizanidine,Compound {} causes side effect,Drowsiness,5.172335022507468e-07
19172,Tizanidine,Compound {} causes side effect,Nervousness,8.177910785889253e-06
19173,Tizanidine,Compound {} causes side effect,Tinnitus,6.5625399656710215e-06
19174,Tizanidine,Compound {} causes side effect,Feeling abnormal,2.020884721787297e-06
19175,Tizanidine,Compound {} causes side effect,Muscle spasms,1.5656311802558778e-07
19176,Tizanidine,Compound {} causes side effect,Syncope,4.7614105369575565e-07
19177,Tizanidine,Compound {} causes side effect,Oedema,1.0095810694110696e-06
19178,Tizanidine,Compound {} causes side effect,Hallucination,1.337482018470837e-07
19179,Tizanidine,Compound {} causes side effect,Dyspepsia,1.351098433133302e-07
19180,Tizanidine,Compound {} causes side effect,Phlebitis,5.261082151264418e-06
19181,Tizanidine,Compound {} causes side effect,Paralysis,4.639807684725384e-07
19182,Tizanidine,Compound {} causes side effect,Urinary retention,1.2655746672862733e-07
19183,Tizanidine,Compound {} causes side effect,Dermatitis,3.721160055647488e-07
19184,Tizanidine,Compound {} causes side effect,Agranulocytosis,1.02587375749863e-06
19185,Tizanidine,Compound {} causes side effect,Fatigue,1.0342641871829985e-06
19186,Tizanidine,Compound {} causes side effect,Arrhythmia,1.3591893548436929e-06
19187,Tizanidine,Compound {} causes side effect,Convulsion,1.343993858426984e-07
19188,Tizanidine,Compound {} causes side effect,Dyskinesia,2.332681106054224e-07
19189,Tizanidine,Compound {} causes side effect,Shock,8.260829417849891e-06
19190,Tizanidine,Compound {} causes side effect,Tremor,7.791363714204635e-06
19191,Tizanidine,Compound {} causes side effect,Tension,9.886949555948377e-06
19192,Tizanidine,Compound {} causes side effect,Hypotension,6.842699349363102e-07
19193,Tizanidine,Compound {} causes side effect,Anxiety,2.617618292788393e-06
19194,Tizanidine,Compound {} causes side effect,Anaphylactic shock,7.092902251315536e-06
19195,Tizanidine,Compound {} causes side effect,Rash,1.557828909426462e-05
19196,Tizanidine,Compound {} causes side effect,Dry mouth,5.005235652788542e-05
19197,Tizanidine,Compound {} causes side effect,Agitation,4.774832405018969e-07
19198,Tizanidine,Compound {} causes side effect,Tachycardia,3.960943104175385e-06
19199,Tizanidine,Compound {} causes side effect,Euphoric mood,2.1195749866365082e-07
19200,Tizanidine,Compound {} causes side effect,Vision blurred,2.0630177459679544e-06
19201,Tizanidine,Compound {} causes side effect,Somnolence,5.727362406560133e-08
19202,Tizanidine,Compound {} causes side effect,Loss of consciousness,0.0001186451772809
19203,Tizanidine,Compound {} causes side effect,Musculoskeletal discomfort,2.766044531199441e-07
19204,Tizanidine,Compound {} causes side effect,Hypersensitivity,8.11923086985189e-07
19205,Tizanidine,Compound {} causes side effect,Gastrointestinal pain,7.629093943251064e-06
19206,Tizanidine,Compound {} causes side effect,Dyspnoea,1.0783197978980753e-07
19207,Tizanidine,Compound {} causes side effect,Vertigo,5.538462346521555e-07
19208,Tizanidine,Compound {} causes side effect,Hypertension,3.382014313046966e-08
19209,Tizanidine,Compound {} causes side effect,Neck pain,6.782644049962983e-05
19210,Tizanidine,Compound {} causes side effect,Nausea,1.3405516256170811e-05
19211,Tizanidine,Compound {} causes side effect,Angiopathy,2.168215360143222e-06
19212,Tizanidine,Compound {} causes side effect,Hyperhidrosis,3.960174126405036e-06
19213,Tizanidine,Compound {} causes side effect,Discomfort,6.363205216075585e-07
19214,Tizanidine,Compound {} causes side effect,Vomiting,8.883366717782337e-07
19215,Tizanidine,Compound {} causes side effect,Abdominal pain,1.0988000212819315e-05
19216,Tizanidine,Compound {} causes side effect,Urticaria,5.377175966714276e-07
19217,Tizanidine,Compound {} causes side effect,Sweating,7.135961936910462e-07
19218,Tizanidine,Compound {} causes side effect,Muscular weakness,1.5361709301942028e-05
19219,Tizanidine,Compound {} treats disease,radiculopathy,7.595635906909592e-07
19220,Tizanidine,"In biochemistry, compound {} binds protein",Nischarin (Imidazoline receptor 1) (I-1) (IR1) (Imidazoline receptor antisera-selected protein) (hIRAS) (Imidazoline-1 receptor) (I1R) (Imidazoline-1 receptor candidate protein) (I-1 receptor candidate protein) (I1R candidate protein),6.009477510815486e-05
19221,Tizanidine,Compound {} causes side effect,Body temperature increased,4.8294710722984746e-05
19222,Tizanidine,Compound {} causes side effect,Amblyopia,1.4242333463698742e-06
19223,Tizanidine,Compound {} causes side effect,Metrorrhagia,1.7018702180848777e-07
19224,Tizanidine,Compound {} causes side effect,Deafness,2.074899612125592e-06
19225,Tizanidine,Compound {} causes side effect,Melaena,7.880634075263515e-05
19226,Tizanidine,Compound {} causes side effect,Dysautonomia,1.8308445248749197e-07
19227,Tizanidine,Compound {} causes side effect,Orthostatic hypotension,3.566269057841964e-08
19228,Tizanidine,Compound {} causes side effect,Purpura,1.3575980801761034e-06
19229,Tizanidine,Compound {} causes side effect,Hepatocellular carcinoma,2.3319237243413227e-06
19230,Tizanidine,Compound {} causes side effect,Migraine,3.559227650384855e-07
19231,Tizanidine,Compound {} causes side effect,Keratitis,8.296548799080483e-07
19232,Tizanidine,Compound {} causes side effect,Uterine fibroids enlarged,3.027131697308505e-06
19233,Tizanidine,Compound {} causes side effect,Vulvovaginal mycotic infection,5.332824457582319e-07
19234,Tizanidine,Compound {} causes side effect,Stupor,1.8635358856045057e-06
19235,Tizanidine,Compound {} causes side effect,Skin ulcer,4.360516925316915e-07
19236,Tizanidine,Compound {} causes side effect,Infection,3.261088932049461e-05
19237,Tizanidine,Compound {} causes side effect,Gastrointestinal haemorrhage,3.60926014764118e-06
19238,Tizanidine,Compound {} causes side effect,Albuminuria,1.6642080709061702e-06
19239,Tizanidine,Compound {} causes side effect,Bladder pain,3.95383540308103e-06
19240,Tizanidine,Compound {} causes side effect,Neoplasm malignant,3.2567306789133e-06
19241,Tizanidine,Compound {} causes side effect,Acute coronary syndrome,8.747015840526728e-07
19242,Tizanidine,Compound {} causes side effect,Flu symptoms,7.574698429380078e-06
19243,Tizanidine,Compound {} causes side effect,Ventricular extrasystoles,1.5029179678549556e-07
19244,Tizanidine,Compound {} causes side effect,Pulmonary oedema,1.8061341222619379e-07
19245,Tizanidine,Compound {} causes side effect,Haematuria,0.0001045998724293
19246,Tizanidine,Compound {} causes side effect,Calculus of kidney,1.2047047675878275e-05
19247,Tizanidine,Compound {} causes side effect,Neuropathy,3.329812159336143e-07
19248,Tizanidine,Compound {} causes side effect,Hypoproteinaemia,4.006114068033639e-06
19249,Tizanidine,Compound {} causes side effect,Ventricular fibrillation,2.208257967595273e-07
19250,Tizanidine,Compound {} causes side effect,Hepatotoxicity,6.678843647023314e-07
19251,Tizanidine,Compound {} causes side effect,Myocardial infarction,2.4938560727605363e-06
19252,Tizanidine,Compound {} causes side effect,Hepatic fibrosis,3.528550905684824e-06
19253,Tizanidine,Compound {} causes side effect,Arthralgia,5.425736731012876e-07
19254,Tizanidine,Compound {} causes side effect,Eye pain,2.518254041206092e-05
19255,Tizanidine,Compound {} causes side effect,Urinary tract disorder,1.228752239512687e-06
19256,Tizanidine,Compound {} causes side effect,Otitis media,3.730636308318935e-05
19257,Tizanidine,Compound {} causes side effect,Herpes zoster,1.8311438907403497e-06
19258,Tizanidine,Compound {} causes side effect,Iritis,0.0001052073203027
19259,Tizanidine,Compound {} causes side effect,Cystitis noninfective,1.763545151334256e-05
19260,Tizanidine,Compound {} causes side effect,Unspecified disorder of skin and subcutaneous tissue,1.9573473764467053e-05
19261,Tizanidine,Compound {} causes side effect,Hypertonia,3.15123929794936e-06
19262,Tizanidine,Compound {} causes side effect,Optic atrophy,3.346723588038003e-06
19263,Tizanidine,Compound {} causes side effect,Cardiac disorder,2.3516054170613645e-07
19264,Tizanidine,Compound {} causes side effect,Respiratory acidosis,1.671838390393532e-06
19265,Tizanidine,Compound {} causes side effect,Ventricular tachycardia,1.3857743397238664e-07
19266,Tizanidine,Compound {} causes side effect,Cardiac arrest,1.6060379493865184e-05
19267,Tizanidine,Compound {} causes side effect,Adrenal insufficiency,1.6450051134597745e-06
19268,Tizanidine,Compound {} causes side effect,Vaginal infection,3.5611275961855426e-05
19269,Tizanidine,Compound {} causes side effect,Bronchitis,4.290399147066637e-07
19270,Tizanidine,Compound {} causes side effect,Haemoglobin,8.391351730097085e-05
19271,Tizanidine,Compound {} causes side effect,Pulmonary embolism,1.8134284118787042e-07
19272,Tizanidine,Compound {} causes side effect,Cellulitis,2.2805257685831748e-05
19273,Tizanidine,Compound {} causes side effect,Haematemesis,0.0001664605515543
19274,Tizanidine,Compound {} causes side effect,Hepatic cirrhosis,5.635741672449512e-06
19275,Tizanidine,Compound {} causes side effect,Nephrolithiasis,3.541386831784621e-06
19276,Tizanidine,Compound {} causes side effect,Liver function test abnormal,1.4160132195684128e-05
19277,Tizanidine,Compound {} causes side effect,Thinking abnormal,4.326760063122492e-06
19278,Tizanidine,Compound {} causes side effect,Paraesthesia,2.7366129984329746e-07
19279,Tizanidine,Compound {} causes side effect,Malaise,9.167936696030663e-06
19280,Tizanidine,Compound {} causes side effect,Prolonged menses,9.7558154266153e-07
19281,Tizanidine,Compound {} causes side effect,Coronary artery disease,1.680084824329242e-05
19282,Tizanidine,Compound {} causes side effect,Hepatic failure,2.9287780307640787e-06
19283,Tizanidine,Compound {} causes side effect,Menorrhagia,8.309708391607273e-06
19284,Tizanidine,Compound {} causes side effect,Leukocytosis,1.144771886174567e-07
19285,Tizanidine,Compound {} causes side effect,Dysphagia,1.4917179669282632e-07
19286,Tizanidine,Compound {} causes side effect,Mental disability,7.055338301142911e-06
19287,Tizanidine,Compound {} causes side effect,Depressed level of consciousness,8.489016636303859e-07
19288,Tizanidine,Compound {} causes side effect,Pneumonia,5.801055522169918e-06
19289,Tizanidine,Compound {} causes side effect,Hepatobiliary disease,6.94205436957418e-06
19290,Tizanidine,Compound {} causes side effect,Haemorrhage,0.0001048410704242
19291,Tizanidine,Compound {} causes side effect,Myasthenia,4.323385837778915e-06
19292,Tizanidine,Compound {} causes side effect,Affect lability,0.0001842766068875
19293,Tizanidine,Compound {} causes side effect,Optic neuritis,1.610005710972473e-07
19294,Tizanidine,Compound {} causes side effect,Hepatic function abnormal,1.7883231748783146e-06
19295,Tizanidine,Compound {} causes side effect,Hepatic necrosis,2.678823648238904e-06
19296,Tizanidine,Compound {} causes side effect,Angina pectoris,5.380619768402539e-06
19297,Tizanidine,Compound {} causes side effect,Dermatitis exfoliative,2.1964574159483166e-07
19298,Tizanidine,Compound {} causes side effect,Back pain,0.0004449583066161
19299,Tizanidine,Compound {} causes side effect,Hyponatraemia,1.8830834846994549e-07
19300,Tizanidine,Compound {} causes side effect,Muscle twitching,1.4973520023886524e-07
19301,Tizanidine,Compound {} causes side effect,Uterine leiomyoma,1.3061882100373623e-06
19302,Tizanidine,Compound {} causes side effect,Herpes simplex,2.3574511942570098e-06
19303,Tizanidine,Compound {} causes side effect,Alanine aminotransferase increased,0.0001168887683888
19304,Tizanidine,Compound {} causes side effect,Rhinitis,2.631657878282567e-07
19305,Tizanidine,Compound {} causes side effect,Cerebral infarction,6.725443654431729e-06
19306,Tizanidine,Compound {} causes side effect,Disseminated intravascular coagulation,1.134603380137378e-07
19307,Tizanidine,Compound {} causes side effect,Weight decreased,1.6346886013707262e-06
19308,Tizanidine,Compound {} causes side effect,Sinusitis,2.354463731535361e-06
19309,Tizanidine,Compound {} causes side effect,Faecaloma,1.8823028540282396e-06
19310,Tizanidine,Compound {} causes side effect,Drug withdrawal syndrome,1.3162775758246426e-06
19311,Tizanidine,Compound {} causes side effect,Abnormal dreams,4.291438926884439e-06
19312,Tizanidine,Compound {} causes side effect,Urethral disorder,5.196713459554303e-07
19313,Tizanidine,Compound {} causes side effect,Cardiac failure,8.290050459436316e-07
19314,Tizanidine,Compound {} causes side effect,Hepatitis fulminant,6.216329211383709e-07
19315,Tizanidine,Compound {} causes side effect,Mood swings,6.919078259670641e-06
19316,Tizanidine,Compound {} causes side effect,Immune system disorder,3.894429482897976e-06
19317,Tizanidine,Compound {} causes side effect,Hepatitis,1.1613553851930192e-06
19318,Tizanidine,Compound {} causes side effect,Thrombocytosis,2.5047947929124348e-06
19319,Tizanidine,Compound {} causes side effect,Autonomic nervous system imbalance,7.277770919245086e-07
19320,Tizanidine,Compound {} causes side effect,Hypokalaemia,6.944546839804389e-07
19321,Tizanidine,Compound {} causes side effect,Arthritis,1.9988069652754348e-06
19322,Tizanidine,Compound {} causes side effect,Ill-defined disorder,1.4637764707003953e-06
19323,Tizanidine,Compound {} causes side effect,Cystitis,1.771956704033073e-05
19324,Tizanidine,Compound {} causes side effect,Developmental delay,4.267364056431688e-05
19325,Tizanidine,Compound {} causes side effect,Traumatic liver injury,1.4128723933026777e-06
19326,Tizanidine,Compound {} causes side effect,Depersonalisation,1.686543782852823e-06
19327,Tizanidine,Compound {} causes side effect,Alopecia,1.0806669337171117e-07
19328,Tizanidine,Compound {} causes side effect,Conjunctivitis,6.455305765484809e-07
19329,Tizanidine,Compound {} causes side effect,Congenital anomaly,2.256274001410929e-06
19330,Tizanidine,Compound {} causes side effect,Vaginal moniliasis,9.795950290936162e-07
19331,Tizanidine,Compound {} causes side effect,Cardio-respiratory arrest,4.106052983843256e-06
19332,Tizanidine,Compound {} causes side effect,Nervous system disorder,2.9580414775409736e-06
19333,Tizanidine,Compound {} causes side effect,Torsade de pointes,3.436614633756108e-06
19334,Tizanidine,Compound {} causes side effect,Ear pain,3.938038207706995e-05
19335,Tizanidine,Compound {} causes side effect,Influenza,1.6305019016726874e-05
19336,Tizanidine,Compound {} causes side effect,Connective tissue disorder,1.773493568180129e-05
19337,Tizanidine,Compound {} causes side effect,Adrenal cortical hypofunction,1.4650529465143336e-06
19338,Tizanidine,Compound {} causes side effect,Micturition urgency,4.620077561412472e-06
19339,Tizanidine,Compound {} causes side effect,Pyelonephritis,4.628582701116102e-06
19340,Tizanidine,Compound {} causes side effect,Petechiae,4.143909791309852e-06
19341,Tizanidine,Compound {} causes side effect,Psychotic disorder,3.273814854765078e-06
19342,Tizanidine,Compound {} causes side effect,Stevens-Johnson syndrome,1.2310447345953437e-06
19343,Tizanidine,Compound {} causes side effect,Candida infection,5.700780093320645e-06
19344,Tizanidine,Compound {} causes side effect,Neuralgia,1.6150660258063e-06
19345,Tizanidine,Compound {} causes side effect,Pollakiuria,1.640230721022817e-06
19346,Tizanidine,Compound {} causes side effect,Pharyngitis,3.6873989301966495e-06
19347,Tizanidine,Compound {} causes side effect,Gastroenteritis,1.257682527011639e-07
19348,Tizanidine,Compound {} causes side effect,Flatulence,5.012448411889636e-08
19349,Tizanidine,Compound {} causes side effect,Neuropathy peripheral,3.6792002333640994e-07
19350,Tizanidine,Compound {} causes side effect,Cerebrovascular accident,8.093017640931066e-06
19351,Tizanidine,Compound {} causes side effect,Renal failure acute,5.363564241633867e-07
19352,Tizanidine,Compound {} causes side effect,Liver disorder,3.447072458584444e-06
19353,Tizanidine,Compound {} causes side effect,Skin disorder,2.348480734326586e-07
19354,Tizanidine,Compound {} causes side effect,Withdrawal symptom,5.157744817552157e-05
19355,Tizanidine,Compound {} causes side effect,Speech disorder,1.6318344364663062e-07
19356,Tizanidine,Compound {} causes side effect,Bursitis,1.058592624758603e-05
19357,Tizanidine,Compound {} causes side effect,Carcinoma,3.7532690839725542e-06
19358,Tizanidine,Compound {} causes side effect,Skin carcinoma,1.5785830100867315e-06
19359,Tizanidine,Compound {} causes side effect,Suicide attempt,0.000127036779304
19360,Tizanidine,Compound {} causes side effect,Vulvovaginal candidiasis,3.652994337244309e-06
19361,Tizanidine,Compound {} causes side effect,Vascular purpura,1.3008293535676785e-06
19362,Tizanidine,Compound {} causes side effect,Dry skin,6.12257354077883e-05
19363,Tizanidine,Compound {} causes side effect,Electrocardiogram QT prolonged,1.1931622623251317e-07
19364,Tizanidine,Compound {} causes side effect,Erythema multiforme,5.644116754410788e-06
19365,Tizanidine,Compound {} causes side effect,Hepatocellular injury,1.4952479432395194e-06
19366,Tizanidine,Compound {} causes side effect,Cholelithiasis,1.2099594641767908e-05
19367,Tizanidine,Compound {} causes side effect,Hyperlipidaemia,2.6554048417892773e-06
19368,Tizanidine,Compound {} causes side effect,Vaginal inflammation,6.556617222486238e-07
19369,Tizanidine,Compound {} causes side effect,Skin cancer,2.340314131288324e-05
19370,Tizanidine,Compound {} causes side effect,Rhabdomyolysis,3.2328368888556724e-06
19371,Tizanidine,Compound {} causes side effect,Liver injury,5.249608875601552e-06
19372,Tizanidine,Compound {} causes side effect,Sepsis,1.857080519584997e-06
19373,Tizanidine,Compound {} causes side effect,Intestinal obstruction,1.2918617358081974e-05
19374,Tizanidine,Compound {} causes side effect,Hyperglycaemia,2.626887408041512e-06
19375,Tizanidine,Compound {} causes side effect,Dementia,2.0034015335568259e-07
19376,Tizanidine,Compound {} causes side effect,Anaemia,4.9186010073754005e-06
19377,Tizanidine,Compound {} causes side effect,Retinal haemorrhage,7.46350906410953e-07
19378,Tizanidine,Compound {} causes side effect,Glaucoma,1.7298968941759083e-06
19379,Tizanidine,Compound {} causes side effect,Hypothyroidism,8.761447816141299e-07
19380,Tizanidine,Compound {} causes side effect,Hypercholesterolaemia,1.8026838688456337e-06
19381,Tizanidine,Compound {} causes side effect,Faecalith,7.98519431555178e-06
19382,Tizanidine,Compound {} causes side effect,Foetor hepaticus,1.1803915185737424e-05
19383,Tizanidine,Compound {} causes side effect,Glycosuria,2.608792965475004e-05
19384,Tizanidine,Compound {} causes side effect,Hepatic cancer,6.026768096489832e-05
19385,Tizanidine,Compound {} causes side effect,Renal failure,7.424512205034262e-07
19386,Tizanidine,Compound {} causes side effect,Mediastinal disorder,0.0002238391170976
19387,Tizanidine,Compound {} causes side effect,Ecchymosis,2.2892058382240066e-07
19388,Tizanidine,Compound {} causes side effect,Mental disorder,6.980768830544548e-06
19389,Tizanidine,Compound {} upregulates gene,FGF5,1.316242469329154e-05
19390,Tizanidine,Compound {} upregulates gene,MATN1,0.0002599140570964
19391,Tizanidine,Compound {} upregulates gene,H2AC18,0.0076760961674153
19392,Tizanidine,Compound {} is contraindicated in disease,kidney disease,2.712674358917866e-05
19393,Promethazine,Compound {} treats disease,allergic disease,6.528804078698158e-06
19394,Promethazine,Compound {} treats disease,vasomotor rhinitis,1.124174741562456e-05
19395,Promethazine,Compound {} treats disease,giant papillary conjunctivitis,5.81698986934498e-06
19396,Promethazine,Compound {} treats disease,allergic conjunctivitis,3.3421827083657263e-06
19397,Promethazine,Compound {} treats disease,neurotic disorder,1.1731863196473569e-05
19398,Promethazine,Compound {} treats disease,melancholia,5.707848231395474e-06
19399,Promethazine,Compound {} treats disease,atopic dermatitis,3.077245128224604e-05
19400,Promethazine,Compound {} treats disease,schizophrenia,2.527844571886817e-06
19401,Promethazine,Compound {} treats disease,melancholic depression,1.0711257345974444e-05
19402,Promethazine,Compound {} treats disease,vernal conjunctivitis,3.977165761170909e-05
19403,Promethazine,"In biochemistry, compound {} binds protein",5-hydroxytryptamine receptor 2B (5-HT-2B) (5-HT2B) (Serotonin receptor 2B),0.000439874100266
19404,Promethazine,"In biochemistry, compound {} binds protein","Voltage-dependent N-type calcium channel subunit alpha-1B (Brain calcium channel III) (BIII) (Calcium channel, L type, alpha-1 polypeptide isoform 5) (Voltage-gated calcium channel subunit alpha Cav2.2)",4.6872075472492725e-05
19405,Promethazine,"In biochemistry, compound {} binds protein",Calmodulin-1,0.0004898922634311
19406,Promethazine,"In biochemistry, compound {} binds protein","ATP-binding cassette sub-family C member 2 (7.6.2.- {ECO:0000269|PubMed:10421658, ECO:0000269|PubMed:16332456}) (7.6.2.2 {ECO:0000269|PubMed:10220572, ECO:0000269|PubMed:11500505, ECO:0000269|PubMed:12441801}) (7.6.2.3 {ECO:0000269|PubMed:10220572, ECO:0000269|PubMed:11500505}) (Canalicular multidrug resistance protein) (Canalicular multispecific organic anion transporter 1) (Multidrug resistance-associated protein 2)",0.1144842356443405
19407,Promethazine,"In biochemistry, compound {} binds protein","ATP-binding cassette sub-family C member 4 (7.6.2.- {ECO:0000269|PubMed:11856762, ECO:0000269|PubMed:12523936, ECO:0000269|PubMed:12835412, ECO:0000269|PubMed:12883481, ECO:0000269|PubMed:15364914, ECO:0000269|PubMed:15454390, ECO:0000269|PubMed:16282361}) (7.6.2.2 {ECO:0000269|PubMed:11856762, ECO:0000269|PubMed:12105214, ECO:0000269|PubMed:15454390, ECO:0000269|PubMed:17344354, ECO:0000269|PubMed:18300232}) (7.6.2.3 {ECO:0000269|PubMed:11856762, ECO:0000269|PubMed:17959747, ECO:0000269|PubMed:26721430}) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B {ECO:0000303|PubMed:9661885}) (Multidrug resistance-associated protein 4)",0.1290994435548782
19408,Promethazine,"In biochemistry, compound {} binds protein",Spike glycoprotein (S glycoprotein {ECO:0000255|HAMAP-Rule:MF_04099}) (E2) (Peplomer protein) [Cleaved into: Spike protein S1 {ECO] [Cleaved into: Spike protein S2 {ECO] [Cleaved into: Spike protein S2' {ECO],0.042334645986557
19409,Promethazine,"In biochemistry, compound {} binds protein","Bile salt export pump (7.6.2.- {ECO:0000269|PubMed:15791618, ECO:0000269|PubMed:16332456, ECO:0000269|PubMed:22262466}) (ATP-binding cassette sub-family B member 11)",0.1129092499613761
19410,Promethazine,"In biochemistry, compound {} binds protein",Sodium channel protein type 2 subunit alpha (HBSC II) (Sodium channel protein brain II subunit alpha) (Sodium channel protein type II subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.2),7.838491001166403e-05
19411,Promethazine,"In biochemistry, compound {} binds protein","ATP-binding cassette sub-family C member 3 (7.6.2.- {ECO:0000269|PubMed:11581266, ECO:0000269|PubMed:15083066}) (7.6.2.2 {ECO:0000269|PubMed:10359813, ECO:0000269|PubMed:11581266, ECO:0000269|PubMed:9827529}) (7.6.2.3 {ECO:0000269|PubMed:11581266, ECO:0000269|PubMed:15083066, ECO:0000269|PubMed:9827529}) (Canalicular multispecific organic anion transporter 2) (Multi-specific organic anion transporter D) (MOAT-D {ECO:0000303|PubMed:9827529}) (Multidrug resistance-associated protein 3)",0.1187150105834007
19412,Promethazine,"In biochemistry, compound {} binds protein",Sodium channel protein type 3 subunit alpha (Sodium channel protein brain III subunit alpha) (Sodium channel protein type III subunit alpha) (Voltage-gated sodium channel subtype III) (Voltage-gated sodium channel subunit alpha Nav1.3),4.619844912667759e-05
19413,Promethazine,"In biochemistry, compound {} binds protein",Sodium channel protein type 1 subunit alpha (Sodium channel protein brain I subunit alpha) (Sodium channel protein type I subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.1),0.0004329210787545
19414,Promethazine,"In biochemistry, compound {} binds protein",Muscarinic acetylcholine receptor M3,3.319838288007304e-05
